File Directory,Category,Description,Shape,BGColour,BDColour,Text,Symbol1,Symbol2,DGNo,JPG
warning-signs,Warning signs,100 yards to a junction ahead controlled by a STOP sign,Rectangular,White,Grey/Black,Number (Distance),None,None,502,502.jpg
warning-signs,Warning signs,T-junction ahead (left),Triangular,White,Red,None,Arrow,None,505.1,505.1.jpg
warning-signs,Warning signs,T-junction ahead (right),Triangular,White,Red,None,Arrow,None,505.1,505.1R.jpg
warning-signs,Warning signs,Traffic merges ahead from the left,Triangular,White,Red,None,Arrow,Other,508.1,508.1.jpg
warning-signs,Warning signs,Traffic merges ahead onto main carriageway from the left,Triangular,White,Red,None,Arrow,Other,509.1,509.1.jpg
warning-signs,Warning signs,Traffic signals ahead,Triangular,White,Red,None,Other,Other,543,543.jpg
warning-signs,Warning signs,Dual carriageway ends ahead,Triangular,White,Red,None,Other,None,520,520.jpg
warning-signs,Warning signs,Large vehicles likely to be in middle of road because of narrowness of carriageway,Rectangular,White,Grey/Black,Vehicle,None,None,575,575.jpg
warning-signs,Warning signs,Reduction in speed necessary for a change in road layout ahead,Rectangular,Red,White,Other,None,None,511,511.jpg
warning-signs,"Warning signs, Traffic calming",Road narrows on left ahead,Triangular,White,Red,None,Other,None,517,517L.jpg
warning-signs,"Warning signs, Traffic calming",Road narrows on both sides ahead,Triangular,White,Red,None,Other,None,516,516.jpg
warning-signs,"Warning signs, Traffic calming",Road narrows on right ahead,Triangular,White,Red,None,Other,None,517,517.jpg
warning-signs,Warning signs,Convergence of traffic to a single file in each direction,Rectangular,White,Grey/Black,Other,None,None,518,518.jpg
warning-signs,Warning signs,Road only wide enough for one line of vehicles,Rectangular,White,Grey/Black,Other,None,None,519,519.jpg
warning-signs,Warning signs,Two-way traffic,Triangular,White,Red,None,Arrow,Arrow,521,521.jpg
warning-signs,Warning signs,Two-way traffic on route crossing ahead,Triangular,White,Red,None,Arrow,Arrow,522,522.jpg
warning-signs,Warning signs,Distance and direction to hazard,Rectangular,White,Grey/Black,Number (Distance),Arrow,None,573,573.jpg
warning-signs,"Warning signs, Road works and temporary",400 yards ahead to hazard,Rectangular,White,Grey/Black,Number (Distance),None,None,572,572.jpg
warning-signs,Warning signs,Direction to escape lane to the left for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2LL.jpg
warning-signs,Warning signs,Direction to escape lane ahead for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2LA.jpg
warning-signs,Warning signs,200 yards to escape lane to the left for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2Lyd200.jpg
warning-signs,Warning signs,200 yards to escape lane ahead for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2yd200.jpg
warning-signs,Warning signs,Escape lane ahead for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2.jpg
warning-signs,Warning signs,Escape lane to left for vehicles unable to stop on a steep hill,Rectangular,Blue,White,Other,Arrow,Other,817.2,817.2L.jpg
warning-signs,Warning signs,Flood warning sign,Triangular,White,Red,Other,None,None,554,554F.jpg
warning-signs,"Warning signs, On-street parking",Hazard or prohibition extends for 2 miles,Rectangular,White,Grey/Black,Number (Distance),None,None,570,570.jpg
warning-signs,Warning signs,Ford warning sign,Triangular,White,Red,Other,None,None,554,554.jpg
warning-signs,Warning signs,Gate warning sign,Triangular,White,Red,Other,None,None,554,554G.jpg
warning-signs,Warning signs,Hump bridge ahead,Triangular,White,Red,Other,Other,None,528,528.jpg
warning-signs,Warning signs,Drivers should keep in low gear for steep hill or tight bend,Rectangular,White,Grey/Black,Other,None,None,526,526.jpg
warning-signs,Warning signs,Drivers should keep in low gear for 1.5 miles,Rectangular,White,Grey/Black,Number (Distance),None,None,527,527.jpg
warning-signs,Warning signs,Drivers should engage low gear for steep hill,Rectangular,White,Grey/Black,Other,None,None,525,525.jpg
warning-signs,Warning signs,No smoking warning,Triangular,White,Red,Other,None,None,554,554N.jpg
warning-signs,Warning signs,Opening or swing bridge ahead,Triangular,White,Red,None,Other,None,529,529.jpg
warning-signs,Warning signs,Quayside or river bank ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),Other,555,555.jpg
warning-signs,Warning signs,Side winds likely ahead,Triangular,White,Red,None,Other,None,581,581.jpg
warning-signs,Warning signs,Slippery road ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,557,557.jpg
warning-signs,Warning signs,Soft verges for 2 miles,Rectangular,White,Grey/Black,Number (Distance),None,None,556.2,556.2.jpg
warning-signs,Warning signs,Soft verges ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),Other,556.1,556.1.jpg
warning-signs,Warning signs,Steep hill downwards ahead (10%),Triangular,White,Red,Number (Other),Other,None,523.1,523.1.jpg
warning-signs,Warning signs,Steep hill upwards ahead (20%),Triangular,White,Red,Number (Other),Other,None,524.1,524.1.jpg
warning-signs,Warning signs,Risk of brake failure after crossing a ford or before descending a steep gradient,Triangular,White,Red,Other,None,None,554.1,554.1.jpg
warning-signs,Warning signs,Tunnel ahead,Triangular,White,Red,None,Other,None,529.1,529.1.jpg
warning-signs,Warning signs,Uneven road ahead,Triangular,White,Red,None,Other,None,556,556.jpg
warning-signs,Warning signs,Water course alongside road ahead,Triangular,White,Red,Other,Vehicle (Car/Tram/Truck),Other,555.1,555.1.jpg
warning-signs,Warning signs,Blasting danger ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V2.jpg
warning-signs,Warning signs,Blind pedestrians likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.4,547.4B.jpg
warning-signs,Warning signs,Blind summit ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V3.jpg
warning-signs,Warning signs,Disabled pedestrians likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.4,547.4.jpg
warning-signs,Warning signs,Dust cloud danger ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V5.jpg
warning-signs,"Warning signs, Miscellaneous",Other danger ahead. Plate beneath indicates the nature of the hazard,Triangular,White,Red,None,Other,None,562,562.jpg
warning-signs,Warning signs,Fallen tree ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V6.jpg
warning-signs,Warning signs,Warning of light signals in the vicinity of a fire station,Rectangular,White,Grey/Black,Other,Other,None,563.1,563.1.jpg
warning-signs,Warning signs,Frail or disabled pedestrians likely to cross road ahead,Triangular,White,Red,None,Pedestrian,None,544.2,544.2.jpg
warning-signs,Warning signs,Frost damage ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V8.jpg
warning-signs,Warning signs,Gliders likely ahead,Rectangular,White,Grey/Black,Other,None,None,558.2,558.2.jpg
warning-signs,Warning signs,Hidden dip ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V9.jpg
warning-signs,Warning signs,Ice ahead,Rectangular,White,Grey/Black,Other,None,None,554.3,554.3.jpg
warning-signs,Warning signs,Risk of ice or packed snow ahead,Triangular,White,Red,None,Other,Other,554.2,554.2.jpg
warning-signs,Warning signs,Low flying aircraft or sudden aircraft noise likely ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,558,558.jpg
warning-signs,Warning signs,Low flying helicopters or sudden helicopter noise likely ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,558.1,558.1.jpg
warning-signs,Warning signs,Slow moving military vehicles likely to be crossing or in the road,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,582,582.jpg
warning-signs,Warning signs,No footway for 400 yards,Rectangular,White,Grey/Black,Number (Distance),None,None,547.3,547.3.jpg
warning-signs,Warning signs,Overhead cable repairs ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V10.jpg
warning-signs,Warning signs,Pedestrians in road ahead,Triangular,White,Red,None,Pedestrian,None,544.1,544.1.jpg
warning-signs,Warning signs,Traffic queues likely on road ahead,Rectangular,White,Grey/Black,Other,None,None,584.1,584.1.jpg
warning-signs,Warning signs,Traffic queues likely on road ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,584,584.jpg
warning-signs,Warning signs,Risk of falling or fallen rocks ahead,Triangular,White,Red,None,Other,None,559,559.jpg
warning-signs,Warning signs,Road liable to flooding ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V12.jpg
warning-signs,Warning signs,Distance over which slow moving vehicles likely to be encountered ahead,Rectangular,White,Grey/Black,Number (Distance),None,None,583.1,583.1.jpg
warning-signs,Warning signs,Slow moving vehicles likely on incline ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,583,583.jpg
warning-signs,Warning signs,Smoke danger ahead,Rectangular,White,Grey/Black,Other,None,None,563,563V14.jpg
warning-signs,Warning signs,Snowdrifts ahead,Rectangular,White,Grey/Black,Other,None,None,554.3,554.3A.jpg
warning-signs,"Warning signs, Traffic calming",Zebra crossing ahead,Triangular,White,Red,None,Pedestrian,None,544,544.jpg
warning-signs,Warning signs,Accompanied horses or ponies likely to be in or crossing road ahead,Triangular,White,Red,None,Animal,Pedestrian,550.1,550.1.jpg
warning-signs,Warning signs,Area infected by animal disease ahead,Rectangular,Red,White,Other,None,None,574,574.jpg
warning-signs,Warning signs,Blind children likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.7,547.7VB.jpg
warning-signs,Warning signs,Children going to or from school or playground ahead,Triangular,White,Red,None,Pedestrian,None,545,545.jpg
warning-signs,Warning signs,Deaf children likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.7,547.7VD.jpg
warning-signs,Warning signs,Disabled children likely to cross road ahead,Rectangular,White,Grey/Black,Other,None,None,547.7,547.7.jpg
warning-signs,Warning signs,Agricultural vehicles likely to be in road ahead,Rectangular,White,Grey/Black,Other,None,None,553.2,553.2.jpg
warning-signs,Warning signs,Horse drawn vehicles likely to be in road ahead,Triangular,White,Red,None,Animal,Pedestrian,550.2,550.2.jpg
warning-signs,Warning signs,Migratory toad crossing ahead,Triangular,White,Red,None,Animal,None,551.1,551.1.jpg
warning-signs,Warning signs,School crossing patrol ahead,Rectangular,White,Grey/Black,Other,None,None,547.1,547.1.jpg
warning-signs,Warning signs,Children's playground ahead,Rectangular,White,Grey/Black,Other,None,None,547.2,547.2.jpg
warning-signs,Warning signs,School ahead,Rectangular,White,Grey/Black,Other,None,None,546,546.jpg
warning-signs,Warning signs,Sheep likely to be in road ahead,Triangular,White,Red,None,Animal,None,549,549.jpg
warning-signs,Warning signs,Agricultural vehicles likely to be in road ahead,Triangular,White,Red,None,Vehicle (Car/Tram/Truck),None,553.1,553.1.jpg
warning-signs,Warning signs,Wild animals likely to be in road ahead,Triangular,White,Red,None,Animal,None,551,551.jpg
warning-signs,Warning signs,Wild fowl likely to be in road ahead,Triangular,White,Red,None,Animal,None,551.2,551.2.jpg
warning-signs,Warning signs,Wild horses or ponies likely to be in road ahead,Triangular,White,Red,None,Animal,None,550,550.jpg
warning-signs,Warning signs,Cattle grid ahead,Triangular,White,Red,Other,None,None,552,552.jpg
warning-signs,Warning signs,Cattle likely to be in road ahead,Triangular,White,Red,None,Animal,None,548,548.jpg
warning-signs,Warning signs,By-pass of cattle grid for horse drawn vehicles,Rectangular,White,Grey/Black,Vehicle,Arrow,None,553,553.jpg
warning-signs,Warning signs,Supervised cattle crossing 200 yards ahead,Rectangular,White,Grey/Black,Number (Distance),None,None,548.1,548.1.jpg
warning-signs,Warning signs,Accident ahead,Rectangular,White,Grey/Black,Other,None,None,563,563.jpg
